,title,img url,link,view count,posted date,source,relevant keywords
39,[ 서울맛집 ] 대구촌놈 서울3대 호텔뷔페  아리아뷔페에 가다~!!  ( #웨스틴조선 #서울맛집 #서울여행 #인터불고뷔페 #kimchi #바이킹스워프 ),https://i.ytimg.com/vi/Znyb3RoFR9k/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0lT_LFdJd7trbQBHffvp8LAjWqg,https://www.youtube.com/watch?v=Znyb3RoFR9k,463 views,7 months ago,술짱맨,"['안녕하세요', 'ㅎㅎ', '이번에는', '서울', '웨스틴조선에', '위치한', '아리아뷔페에', '방문을해보았습니다', '여기는', '정말대박인게', '싱싱한', '랍스타를', '...', '안녕하세요', 'ㅎㅎ', '이번에는', '서울', '웨스틴조선에', '위치한', '아리아뷔페에', '방문을해보았습니다', '여기는', '정말대박인게', '싱싱한', '랍스타를', '...', 'From', 'the', 'video', 'description']"
40,더현대서울 맛집 여기는 꼭 가보세요! (내가 가장 감동 받은 카페는?),https://i.ytimg.com/vi/6YAHtQi7XBs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6AiA4bITDrNSkV1c3MO9S0bGBgg,https://www.youtube.com/watch?v=6YAHtQi7XBs,124K views,1 year ago,여니버스 Yeoniverse,"['개점한', '지', '1년이', '넘었지만', '여전히', '많은', '사람들로', '북적이는', '더현대서울', '수많은', '맛집들이', '모여', '있지만', '그중에서도', '제가', '만족했던', '7곳을', '...', '개점한', '지', '1년이', '넘었지만', '여전히', '많은', '사람들로', '북적이는', '더현대서울', '수많은', '맛집들이', '모여', '있지만', '그중에서도', '제가', '만족했던', '7곳을', '...', 'From', 'the', 'video', 'description']"
41,입맛이 없거나 새로운 걸 먹고싶을 땐 바로 여기! 교대역 최고의 태국음식점,https://i.ytimg.com/vi/yC_TifS5lsQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH83zoXveLbi61_lo-mHHCgoNcCQ,https://www.youtube.com/watch?v=yC_TifS5lsQ,101 views,5 hours ago,호리데이 Hori Day,"['...', '맛집공유', '#맛집소개', '#맛집유튜버', '#맛집후기', '#맛집그램', '#맛집브이로그', '#맛집여행', '#koreanfood', '#교대역맛집', '#서초맛집', '#서울맛집', '...', '...', '맛집공유', '#맛집소개', '#맛집유튜버', '#맛집후기', '#맛집그램', '#맛집브이로그', '#맛집여행', '#koreanfood', '#교대역맛집', '#서초맛집', '#서울맛집', '...', 'From', 'the', 'video', 'description']"
42,"핫플, 성수동 데이트 코스,  맛집, 카페 거리, 서울 가볼만한 곳, 추천",https://i.ytimg.com/vi/g66-TLkfQjk/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhBIFgoZTAP&rs=AOn4CLAbGdlaO4FtHya2v5QTH2AO_qXhjA,https://www.youtube.com/watch?v=g66-TLkfQjk,No views,4 hours ago,더성동 #성동에살아요 (live in Seongdong) ,"['뚝섬역', '상점가...', '자꾸', '가고', '싶은', '성수동', '맛집,', '핫플,', '성수동', '데이트', '코스', '핫플,', '카페,', '놀거리,', '볼거리,', '즐길거리,', '성수동', '카페,', '성수동', '...', '뚝섬역', '상점가...', '자꾸', '가고', '싶은', '성수동', '맛집,', '핫플,', '성수동', '데이트', '코스', '핫플,', '카페,', '놀거리,', '볼거리,', '즐길거리,', '성수동', '카페,', '성수동', '...', 'From', 'the', 'video', 'description']"
43,"VLOG 따뜻해지기 전날들의 기록 브이로그🐣(청사포 맛집, 전포에서 생일파티, 반송 카페, 서울여행, 롯데월드, 어나니머스, 서촌 맛집, 가덕도 카페)| 𝐣𝐮𝐝𝐨𝐥𝐥𝐲_",https://i.ytimg.com/vi/dgBFD9omOGM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4vy8R7UCES8dFTp49cTpdyAYDCQ,https://www.youtube.com/watch?v=dgBFD9omOGM,No views,23 hours ago,주돌리,"['부산브이로그', '#서울브이로그', '#카페로그', '잊을만하면', '찾아오는', '주돌리입니당', ':)', '봄이', '지나가는', '중에', '다시', 'ㄱㅕ울을', '느끼게', '해줄게요', '...', '부산브이로그', '#서울브이로그', '#카페로그', '잊을만하면', '찾아오는', '주돌리입니당', ':)', '봄이', '지나가는', '중에', '다시', 'ㄱㅕ울을', '느끼게', '해줄게요', '...', 'From', 'the', 'video', 'description']"
44,"서울 아침식사 조식맛집 BEST 10, 서울에서 맛있는 아침맛집을 찾는다면 바로 여기!",https://i.ytimg.com/vi/LrAn32qmLvc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgqUIlh4jwgiFg2R9vT-Sl7cXoNA,https://www.youtube.com/watch?v=LrAn32qmLvc,1.6M views,2 years ago,하이갱스 higaengs,"['서울에서', '먹을', '수', '있는', '아침식사', '맛집', '조식맛집', '제가', '뽑은', 'BEST', '10', '입니다', '*가게', '영업시간은', '상황에', '따라', '바뀔수도', '있어요*', '1.', '무교동', '...', '서울에서', '먹을', '수', '있는', '아침식사', '맛집', '조식맛집', '제가', '뽑은', 'BEST', '10', '입니다', '*가게', '영업시간은', '상황에', '따라', '바뀔수도', '있어요*', '1.', '무교동', '...', 'From', 'the', 'video', 'description']"
45,"서울 동작구 상도동,장승배기,숭실대근처 맛집투어 Best10, 한편으로 끝내기",https://i.ytimg.com/vi/30dwrJJbDg4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiEgdn1XOzw5jNi4-cIIsF4OBj9g,https://www.youtube.com/watch?v=30dwrJJbDg4,72K views,1 month ago,하이갱스 higaengs,N/A
46,서울 맛집 추천/ 경기도민이 추천하는 서울 맛집/ 맛집추천,https://i.ytimg.com/vi/nFqULxB205k/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBED6E0FLkS4AxXX8zuNo48PgAytg,https://www.youtube.com/watch?v=nFqULxB205k,6K views,1 year ago,내먹대로하자,"['안녕하세요!', '제가', '그동안', '가보았던', '서울', '맛집들을', '영상으로', '정리해보았는데요!', '영상이', '다소', '어색할지라도', '넓은', '마음으로', '이해부탁', '...', '안녕하세요!', '제가', '그동안', '가보았던', '서울', '맛집들을', '영상으로', '정리해보았는데요!', '영상이', '다소', '어색할지라도', '넓은', '마음으로', '이해부탁', '...', 'From', 'the', 'video', 'description']"
47,서울 맛집 이영상으로 종결 시즌2 #서울맛집 #서울여행 shorts,https://i.ytimg.com/vi/_pOgH2oaXVU/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIE4oLTAP&rs=AOn4CLBF2LDDE-WSLAKjPwIiypBxiRM-IA,https://www.youtube.com/shorts/_pOgH2oaXVU,24K views,1 month ago,고르다일상,"['안녕하세요', '고르다입니다', '영상을', '봐주셔서', '감사합니다', '서울맛집', '영상', '시즌2', '앞으로', '더욱', '자주', '만나요', '!', '#서울맛집', '#서울여행', '#shorts.', '안녕하세요', '고르다입니다', '영상을', '봐주셔서', '감사합니다', '서울맛집', '영상', '시즌2', '앞으로', '더욱', '자주', '만나요', '!', '#서울맛집', '#서울여행', '#shorts.', 'From', 'the', 'video', 'description']"
48,여성들에게 고백 받게 만들어주는 완벽한 맛집 리뷰,https://i.ytimg.com/vi/TPv05uQd9k8/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhyIFwoQTAP&rs=AOn4CLCOYMfrCIoJKhG8A5Xci98nCOciXg,https://www.youtube.com/shorts/TPv05uQd9k8,480K views,1 year ago,조이한끼,"['즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '용산구', '한남대로20길', '...', '즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '용산구', '한남대로20길', '...', 'From', 'the', 'video', 'description']"
49,서울 미슐랭 레스토랑 맛집 추천 BEST 10,https://i.ytimg.com/vi/xiDtAjMCBsY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfVsp1A6mhAMIsyzi3QOSxefJbaA,https://www.youtube.com/watch?v=xiDtAjMCBsY,100K views,2 years ago,아삭플레이스asacplace,"['영상이', '도움이', '되셨다면', '좋아요와', '구독', '부탁드립니다', ':)', '🍽️', 'Business', 'mail', ':', 'asac.unnie@gmail.com', 'Instagram', '...', '영상이', '도움이', '되셨다면', '좋아요와', '구독', '부탁드립니다', ':)', '🍽️', 'Business', 'mail', ':', 'asac.unnie@gmail.com', 'Instagram', '...', 'From', 'the', 'video', 'description']"
50,"동대문,동대문DDP 맛집투어 베스트 11곳, 동대문 맛집부수기",https://i.ytimg.com/vi/AH5xFz2DtDE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANvDlapZIboAU6HQNMZ3C825yN_A,https://www.youtube.com/watch?v=AH5xFz2DtDE,806K views,1 year ago,하이갱스 higaengs,N/A
51,여기가면 후회없는 서울맛집 서울고기맛집 8,https://i.ytimg.com/vi/9Vb9NL-NpuM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvSqX9OdC3tx7Ek0FGsIFy4ZRZLg,https://www.youtube.com/watch?v=9Vb9NL-NpuM,208 views,1 year ago,세상의 모든 맛집,"['1.', '도쿄등심', '잠실점', '2.', '오사카하루', '잠실점', '3.', '다께오호르몬데판야끼', '4.', '고도식', '방이점', '5.', '한육감', '6.', '종로스테이크', '익선동', '7.', '조선의한우', '...', '1.', '도쿄등심', '잠실점', '2.', '오사카하루', '잠실점', '3.', '다께오호르몬데판야끼', '4.', '고도식', '방이점', '5.', '한육감', '6.', '종로스테이크', '익선동', '7.', '조선의한우', '...', 'From', 'the', 'video', 'description']"
52,"남대문시장, 회현역 맛집 한편으로 끝내기 Best 10",https://i.ytimg.com/vi/B2rvzPMbbMY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7g1tibGrjRreR5z6qvZJcAtuiXw,https://www.youtube.com/watch?v=B2rvzPMbbMY,749K views,1 year ago,하이갱스 higaengs,"['우리나라에서', '굉장히', '역사가', '깊은', '남대문시장에', '다녀왔어요!', '시장맛집은', '오랫만이었는데', '역시나', '푸짐한', '인심도', '느낄', '수', '있었고', '서울', '...', '우리나라에서', '굉장히', '역사가', '깊은', '남대문시장에', '다녀왔어요!', '시장맛집은', '오랫만이었는데', '역시나', '푸짐한', '인심도', '느낄', '수', '있었고', '서울', '...', 'From', 'the', 'video', 'description']"
53,"서울 불광천 맛집투어 13곳 응암역,새절역,증산역 맛집 한편으로 끝내기",https://i.ytimg.com/vi/rtAlzrGiysM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvRQMu72wFHh_VsIjfqMisirKqAA,https://www.youtube.com/watch?v=rtAlzrGiysM,56K views,6 days ago,하이갱스 higaengs,N/A
54,[🇰🇷서울여행]나만 알고싶은 단돈 만원 평양냉면 맛집(feat.대한민국 명장이 만듦)|Pengyang-nangmyeon,https://i.ytimg.com/vi/G9tXNpBgcds/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9mSP7umMYXu_SN8sKFsfCkmTapA,https://www.youtube.com/watch?v=G9tXNpBgcds,646 views,4 days ago,bluevulpe블루불페,"['3번', '연속', '다녀오고', '지인들한테', '추천하고', '싶어서', '올립니당', '진영면옥:', '서울', '금천구', '가산로', '22-5', '저녁에', '웨이팅', '있어서', '30분', '대기', '필수✨', '...', '3번', '연속', '다녀오고', '지인들한테', '추천하고', '싶어서', '올립니당', '진영면옥:', '서울', '금천구', '가산로', '22-5', '저녁에', '웨이팅', '있어서', '30분', '대기', '필수✨', '...', 'From', 'the', 'video', 'description']"
55,[서울맛집] 40년 오래된 돼지갈비 맛집! 숯불 원조동글갈비 상황,https://i.ytimg.com/vi/qab7jMPh2L4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgAZuNLXXKfBLG1aLBn93yPrq7qA,https://www.youtube.com/watch?v=qab7jMPh2L4,3.8K views,6 months ago,57초 맛집정보,"['맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '원조동글갈비', '서울', '...', '맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '원조동글갈비', '서울', '...', 'From', 'the', 'video', 'description']"
56,"합정,홍대,신촌 미쉐린가이드 서울2021받은 식당 8곳 후기",https://i.ytimg.com/vi/Zn1nY1XHTc8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_gxhKUUffgpi2b8pLIiRBd9FmYA,https://www.youtube.com/watch?v=Zn1nY1XHTc8,802K views,2 years ago,하이갱스 higaengs,N/A
57,서울에서 가장 오래된 식당 top10,https://i.ytimg.com/vi/bMITNVOjPlo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZVVHA6eENEI6HEFd1nfLb6_gsfQ,https://www.youtube.com/watch?v=bMITNVOjPlo,194K views,2 years ago,하이갱스 higaengs,"['서울', '노포식당', '투어', '서울에서', '가장', '오래된', '식당', '10곳', '방문', '후기입니다.', '서울', '노포식당', '투어', '서울에서', '가장', '오래된', '식당', '10곳', '방문', '후기입니다.', 'From', 'the', 'video', 'description']"
58,[서울맛집] 고급요리인 복어요리가 맛있는 시청역에 대복식당에 쇼틀리가 다녀왔습니다.,https://i.ytimg.com/vi/OYzEmmRgX2Q/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3dQWA-cuM40EpCEzu7m9nGF1W_A,https://www.youtube.com/watch?v=OYzEmmRgX2Q,3.4K views,1 year ago,쇼틀리,"['여행', '#맛집', '#맛집여행', '#여행맛집추천', '#맛집추천', '#대복식당', '#복어식당', '#복어맛집', '#서울맛집', '#시청맛집', '#쇼틀리서울맛집투어', '#쇼', '...', '여행', '#맛집', '#맛집여행', '#여행맛집추천', '#맛집추천', '#대복식당', '#복어식당', '#복어맛집', '#서울맛집', '#시청맛집', '#쇼틀리서울맛집투어', '#쇼', '...', 'From', 'the', 'video', 'description']"
59,[서울 맛집+여행] 미슐랭 만두집 지나치게 솔직한 후기 + 근처 가족공원 강추 리뷰!!,https://i.ytimg.com/vi/Xjmah1Hlw9c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxk4eW1EZnKgXtk7LU5sESSAwrFg,https://www.youtube.com/watch?v=Xjmah1Hlw9c,2.8K views,1 year ago,매주여행 [꿀팁&맛집],"['용산가족공원', '#구복만두', '#미슐랭', '안녕하세요^^', '오늘은', '미슐랭', '빕구르망에', '5년', '연속으로', '선정된', '만두집에', '다녀왔습니다.', '그', '전에', '근처', '...', '용산가족공원', '#구복만두', '#미슐랭', '안녕하세요^^', '오늘은', '미슐랭', '빕구르망에', '5년', '연속으로', '선정된', '만두집에', '다녀왔습니다.', '그', '전에', '근처', '...', 'From', 'the', 'video', 'description']"
60,올 한해 최고 감동 맛집 8곳 선정해 봤어요,https://i.ytimg.com/vi/nVBWFo1-bJk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAJ_FhSonpLYe4Qg8caRB08Ekqo5Q,https://www.youtube.com/watch?v=nVBWFo1-bJk,103K views,3 months ago,쏘울맛집,N/A
61,"생일브이로그🎂| 서울 맛집 투어가 된 생일 브이로그 | 미슐랭⭐️ 보트르메종 | 콘래드 서울 Zest 디너, 조식 | 합정, 서촌, 광화문, 잠실, 청담, 더현대 맛집까지😋",https://i.ytimg.com/vi/_cb2e2is10I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAS_IdpJJ3S9gj4uO5Dzjl3gXGBAQ,https://www.youtube.com/watch?v=_cb2e2is10I,495 views,4 months ago,Dearday 디어데이,"['안녕하세요:)', '이번', '영상은', '지난', '9월', '저의', '생일', '이야기를', '담아봤어요.', '생각해보니', '뉴욕에서', '돌아온', '후', '생일', '전까지', '친구를', '한', '번도', '안', '...', '안녕하세요:)', '이번', '영상은', '지난', '9월', '저의', '생일', '이야기를', '담아봤어요.', '생각해보니', '뉴욕에서', '돌아온', '후', '생일', '전까지', '친구를', '한', '번도', '안', '...', 'From', 'the', 'video', 'description']"
62,"서울시청 맛집2탄, 다동 무교동 맛집 Best 10곳, 한편으로 끝내기",https://i.ytimg.com/vi/7FEo3rzvCBg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGr_4YNLe3iPbpLTe9GM9cDIsgXQ,https://www.youtube.com/watch?v=7FEo3rzvCBg,176K views,8 months ago,하이갱스 higaengs,"['북창동', '서소문동에', '이어서', '이번에는', '다동과', '무교동', '맛집을', '찾아봤어요!', '역시', '서울의', '중심가라', '그런지', '외국인도', '많고', '역사깊은', '곳들도', '...', '북창동', '서소문동에', '이어서', '이번에는', '다동과', '무교동', '맛집을', '찾아봤어요!', '역시', '서울의', '중심가라', '그런지', '외국인도', '많고', '역사깊은', '곳들도', '...', 'From', 'the', 'video', 'description']"
63,"서울 구로구 개봉동, 오류동 맛집투어 11곳, 한편으로 끝내기",https://i.ytimg.com/vi/KQpuT1IrF7k/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC14adIecx5-uyh73QnJfYleb7KPQ,https://www.youtube.com/watch?v=KQpuT1IrF7k,67K views,2 months ago,하이갱스 higaengs,N/A
64,서울 쌀국수 진짜 맛있는집 #shorts #쌀국수#서울맛집,https://i.ytimg.com/vi/7dd1f_iSSFM/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFcoSzAP&rs=AOn4CLCAwHq9TjVjJuK-WGDBYxWKO4kqQA,https://www.youtube.com/shorts/7dd1f_iSSFM,4.4K views,3 months ago,고르다일상,"['shorts', '#쌀국수', '#서울맛집.', 'shorts', '#쌀국수', '#서울맛집.', 'From', 'the', 'video', 'description']"
65,서울맛집 도장깨기 3곳 ㅣ 세운상가 ㅣ 대림국수 ㅣ 크라운호프 ㅣ 우동카덴 ㅣ 노량진 ㅣ 성수동 ㅣ 먼치스 앤 구디스 ㅣ 성수도렐커피 ㅣ 중앙감속기,https://i.ytimg.com/vi/_PmyrkJ2M5A/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuDFVGwYv6aId8YekuuE9gYkyK1w,https://www.youtube.com/watch?v=_PmyrkJ2M5A,1.3K views,8 months ago,경상도남자 서울여자,"['세운상가#대림국수#크라운호프#정호영#우동카덴#합정#R&COFFEE#노량진#성수동#먼치스앤구디스#도렐#중앙감속기#최현석#', '...', '세운상가#대림국수#크라운호프#정호영#우동카덴#합정#R&COFFEE#노량진#성수동#먼치스앤구디스#도렐#중앙감속기#최현석#', '...', 'From', 'the', 'video', 'description']"
66,알려지면 혼날 집! 목숨 걸고 공개하는 어르신들의 성지. 서울 노포 가성비 맛집 (α7C),https://i.ytimg.com/vi/K7PSJmD_ya0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_ZeyZCIEuE_BO_f0APRr-CjGChw,https://www.youtube.com/watch?v=K7PSJmD_ya0,126K views,2 years ago,지뉼랭가이드,"['서울권', '최고의', '노포', '술집이', '있다고', '해서', '가봤습니다.', '맛집을', '잘', '소개', '합니다.', '떠먹여주는', '찐', '맛집', '가이드', '맛집에', '환장한', '놈이', '알려주는', '...', '서울권', '최고의', '노포', '술집이', '있다고', '해서', '가봤습니다.', '맛집을', '잘', '소개', '합니다.', '떠먹여주는', '찐', '맛집', '가이드', '맛집에', '환장한', '놈이', '알려주는', '...', 'From', 'the', 'video', 'description']"
67,맛집으로 찾은 식당 주인 딸에게 반하면 생기는 일 | 목포 라이프 | 한국기행 | #골라듄다큐,https://i.ytimg.com/vi/ivcdqZ45kJI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOT95O9YXwG5zQlcfKx6F7iXJTZw,https://www.youtube.com/watch?v=ivcdqZ45kJI,307K views,8 days ago,EBSDocumentary (EBS 다큐),"['목포살이를', '하던', '중,', '우연히', '들른', '맛집', '식당의', '주인', '딸에게', '한눈에', '반해', '완전히', '목포에', '눌러앉게', '됐다는', '서울', '청년', '홍동우', '씨.', '딸의', '미모', '...', '목포살이를', '하던', '중,', '우연히', '들른', '맛집', '식당의', '주인', '딸에게', '한눈에', '반해', '완전히', '목포에', '눌러앉게', '됐다는', '서울', '청년', '홍동우', '씨.', '딸의', '미모', '...', 'From', 'the', 'video', 'description']"
68,2022 미슐랭가이드 꿉당 다 좋지만 이건 좀..... 서울맛집 강남맛집 삼겹살 목살 압구정맛집,https://i.ytimg.com/vi/GatIKvcIwEU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-o4h57VOebR8kxjrKkYG9Y-_7ag,https://www.youtube.com/watch?v=GatIKvcIwEU,677 views,1 year ago,조선된장,"['2022', '미슐랭가이드', '꿉당', '다', '좋지만', '이건', '좀.....', '+', '상호명', ':', '꿉당', '+', '주소', ':', '서울', '서초구', '강남대로', '615', '+', '번호', ':', '02-545-9600', '+', '영업시간', '...', '2022', '미슐랭가이드', '꿉당', '다', '좋지만', '이건', '좀.....', '+', '상호명', ':', '꿉당', '+', '주소', ':', '서울', '서초구', '강남대로', '615', '+', '번호', ':', '02-545-9600', '+', '영업시간', '...', 'From', 'the', 'video', 'description']"
69,최소 10번 이상 재방문! 웨이팅 없이 먹을 수 있는 나의 서울 단골 맛집 모음 zip (가로수길부터 신촌까지) #떠벌맛집,https://i.ytimg.com/vi/riDKPmiv2pA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBF1c_NqM6ex9Xz6VKNUttDaXMo9g,https://www.youtube.com/watch?v=riDKPmiv2pA,55K views,1 year ago,백떠벌,N/A
70,[ENG) 서울3대 고기맛집vlog] 몽탄🥨10번 다녀온 썰푼다 2탄🥨짚불우대갈비 솔찍맛리뷰 메뉴추천,https://i.ytimg.com/vi/kqE6K7RhtP0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJseddjUOunfmXIl1OT_yefBhtHQ,https://www.youtube.com/watch?v=kqE6K7RhtP0,735 views,4 days ago,연둥일지,"['안녕하세요.', '연둥일지입니다.', '저의', '일상을', '담아봤어요.', '소소한', '기억들', '기록해보려고합니다.', '모두', '예쁜', '하루', '보내세요.', '감사합니다', '...', '안녕하세요.', '연둥일지입니다.', '저의', '일상을', '담아봤어요.', '소소한', '기억들', '기록해보려고합니다.', '모두', '예쁜', '하루', '보내세요.', '감사합니다', '...', 'From', 'the', 'video', 'description']"
71,[서울맛집] 신당동의 베트남 로컬요리 포25 국물이 끝내줘요!,https://i.ytimg.com/vi/jKcp_85oXjo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBS_6O_Ic8BYGOYPUu2xXrv09S3hQ,https://www.youtube.com/watch?v=jKcp_85oXjo,49 views,1 month ago,윤스워킹 Yoon's Walking,"['신당동', '서울중앙시장의', '베트남', '로컬', '레스토랑.', '신당동', '서울중앙시장의', '베트남', '로컬', '레스토랑.', 'From', 'the', 'video', 'description']"
72,[서울맛집] 부추를 산더미처럼 쌓아주는 맛집 돼지촌쭈꾸미 상황,https://i.ytimg.com/vi/v5jDV4ZGWoA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_K-5W3phdZFbz6LlbCyXk-WZt0Q,https://www.youtube.com/watch?v=v5jDV4ZGWoA,2.6K views,7 months ago,57초 맛집정보,"['맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '꾸이꾸이', '돼지촌', '...', '맛있는', '정보', '57초', '맛집정보입니다', '—————————————————————————————————', '꾸이꾸이', '돼지촌', '...', 'From', 'the', 'video', 'description']"
73,#신사역맛집 #꿉당 #미슐랭가이드 #서울맛집 #맛집탐방 #미쉐린가이드 #삼겹살 #목살 #,https://i.ytimg.com/vi/giaXl7CCAxM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKz3hyFwZHsIOLGnSzP3ydlRrLBg,https://www.youtube.com/watch?v=giaXl7CCAxM,170 views,4 months ago,얌얌타임,"['신사역', '근처', '맛집', ""'꿉당'에"", '다녀왔습니다.', '숙성된', '고기맛이', '어떨지', '먹어볼까요?', '신사역', '근처', '맛집', ""'꿉당'에"", '다녀왔습니다.', '숙성된', '고기맛이', '어떨지', '먹어볼까요?', 'From', 'the', 'video', 'description']"
74,"서울 된장찌개 맛집 또순이네! 전국구 된장찌개 맛집이라네요 (서울 맛집, 선유도 맛집, 또순이네 된장찌개)[Seoul's Best Soy Bean Paste Stew, seoul)",https://i.ytimg.com/vi/kYfBz4-FWw8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYwsPjP1yd9RjgL9xNxcpYRc76xg,https://www.youtube.com/watch?v=kYfBz4-FWw8,2.2K views,2 years ago,술읽는청년_A man reading a liquor,"['(Please', 'press', 'the', 'English', 'subtitle', 'button!)', '본', '리뷰는', '주관적입니다.', '안녕하세요~', '금일은', '서울', '선유도에서', '된장찌개로', '굉장히', '유명한', '...', '(Please', 'press', 'the', 'English', 'subtitle', 'button!)', '본', '리뷰는', '주관적입니다.', '안녕하세요~', '금일은', '서울', '선유도에서', '된장찌개로', '굉장히', '유명한', '...', 'From', 'the', 'video', 'description']"
